#截止2023-09-25，中国移动IP地址段共计5791条。移动AS区域
#IP起始	结束	数量	网络
218.205.45.0	218.205.45.255	256	218.205.45.0/24
218.205.46.0	218.205.46.255	256	218.205.46.0/24
218.205.47.0	218.205.47.255	256	218.205.47.0/24
218.205.48.0	218.205.49.255	512	218.205.48.0/23
218.205.48.0	218.205.63.255	4096	218.205.48.0/20
218.205.50.0	218.205.50.255	256	218.205.50.0/24
218.205.51.0	218.205.51.255	256	218.205.51.0/24
218.205.52.0	218.205.52.255	256	218.205.52.0/24
218.205.53.0	218.205.53.255	256	218.205.53.0/24
218.205.54.0	218.205.54.255	256	218.205.54.0/24
218.205.55.0	218.205.55.255	256	218.205.55.0/24
218.205.56.0	218.205.57.255	512	218.205.56.0/23
218.205.58.0	218.205.59.255	512	218.205.58.0/23
218.205.60.0	218.205.61.255	512	218.205.60.0/23
218.205.62.0	218.205.63.255	512	218.205.62.0/23
218.205.64.0	218.205.65.255	512	218.205.64.0/23
218.205.64.0	218.205.127.255	16384	218.205.64.0/18
218.205.66.0	218.205.67.255	512	218.205.66.0/23
218.205.68.0	218.205.69.255	512	218.205.68.0/23
218.205.70.0	218.205.70.255	256	218.205.70.0/24
218.205.71.0	218.205.71.255	256	218.205.71.0/24
218.205.72.0	218.205.72.255	256	218.205.72.0/24
218.205.73.0	218.205.73.255	256	218.205.73.0/24
218.205.74.0	218.205.74.255	256	218.205.74.0/24
218.205.75.0	218.205.75.255	256	218.205.75.0/24
218.205.76.0	218.205.76.255	256	218.205.76.0/24
218.205.77.0	218.205.77.255	256	218.205.77.0/24
218.205.78.0	218.205.78.255	256	218.205.78.0/24
218.205.79.0	218.205.79.255	256	218.205.79.0/24
218.205.80.0	218.205.87.255	2048	218.205.80.0/21
218.205.84.0	218.205.84.255	256	218.205.84.0/24
218.205.87.0	218.205.87.255	256	218.205.87.0/24
218.205.88.0	218.205.91.255	1024	218.205.88.0/22
218.205.92.0	218.205.95.255	1024	218.205.92.0/22
218.205.96.0	218.205.111.255	4096	218.205.96.0/20
218.205.112.0	218.205.115.255	1024	218.205.112.0/22
218.205.116.0	218.205.117.255	512	218.205.116.0/23
218.205.118.0	218.205.119.255	512	218.205.118.0/23
218.205.120.0	218.205.121.255	512	218.205.120.0/23
218.205.122.0	218.205.123.255	512	218.205.122.0/23
218.205.124.0	218.205.125.255	512	218.205.124.0/23
218.205.126.0	218.205.127.255	512	218.205.126.0/23
218.205.128.0	218.205.191.255	16384	218.205.128.0/18
218.205.192.0	218.205.223.255	8192	218.205.192.0/19
218.206.96.0	218.206.127.255	8192	218.206.96.0/19
218.206.97.0	218.206.97.255	256	218.206.97.0/24
218.206.98.0	218.206.98.255	256	218.206.98.0/24
218.206.99.0	218.206.99.255	256	218.206.99.0/24
218.206.101.0	218.206.101.255	256	218.206.101.0/24
218.206.102.0	218.206.103.255	512	218.206.102.0/23
218.206.104.0	218.206.107.255	1024	218.206.104.0/22
218.206.108.0	218.206.111.255	1024	218.206.108.0/22
218.206.112.0	218.206.113.255	512	218.206.112.0/23
218.206.114.0	218.206.115.255	512	218.206.114.0/23
218.206.116.0	218.206.117.255	512	218.206.116.0/23
218.206.118.0	218.206.119.255	512	218.206.118.0/23
218.206.120.0	218.206.120.255	256	218.206.120.0/24
218.206.121.0	218.206.121.255	256	218.206.121.0/24
218.206.122.0	218.206.123.255	512	218.206.122.0/23
218.206.124.0	218.206.127.255	1024	218.206.124.0/22
218.206.128.0	218.206.129.255	512	218.206.128.0/23
218.206.128.0	218.206.159.255	8192	218.206.128.0/19
218.206.130.0	218.206.131.255	512	218.206.130.0/23
218.206.132.0	218.206.132.255	256	218.206.132.0/24
218.206.133.0	218.206.133.255	256	218.206.133.0/24
218.206.134.0	218.206.135.255	512	218.206.134.0/23
218.206.136.0	218.206.137.255	512	218.206.136.0/23
218.206.138.0	218.206.139.255	512	218.206.138.0/23
218.206.140.0	218.206.140.255	256	218.206.140.0/24
218.206.141.0	218.206.141.255	256	218.206.141.0/24
218.206.142.0	218.206.143.255	512	218.206.142.0/23
218.206.144.0	218.206.151.255	2048	218.206.144.0/21
218.206.152.0	218.206.159.255	2048	218.206.152.0/21
218.206.176.0	218.206.179.255	1024	218.206.176.0/22
221.130.0.0	221.130.31.255	8192	221.130.0.0/19
221.130.9.0	221.130.9.255	256	221.130.9.0/24
221.130.10.0	221.130.10.255	256	221.130.10.0/24
221.130.14.0	221.130.14.255	256	221.130.14.0/24
221.130.32.0	221.130.47.255	4096	221.130.32.0/20
221.130.48.0	221.130.55.255	2048	221.130.48.0/21
221.130.48.0	221.130.63.255	4096	221.130.48.0/20
221.130.56.0	221.130.56.255	256	221.130.56.0/24
221.130.56.0	221.130.63.255	2048	221.130.56.0/21
221.130.64.0	221.130.67.255	1024	221.130.64.0/22
221.130.64.0	221.130.95.255	8192	221.130.64.0/19
221.130.65.0	221.130.65.255	256	221.130.65.0/24
221.130.68.0	221.130.69.255	512	221.130.68.0/23
221.130.70.0	221.130.71.255	512	221.130.70.0/23
221.130.72.0	221.130.75.255	1024	221.130.72.0/22
221.130.76.0	221.130.79.255	1024	221.130.76.0/22
221.130.80.0	221.130.83.255	1024	221.130.80.0/22
221.130.84.0	221.130.85.255	512	221.130.84.0/23
221.130.86.0	221.130.87.255	512	221.130.86.0/23
221.130.88.0	221.130.95.255	2048	221.130.88.0/21
221.130.96.0	221.130.99.255	1024	221.130.96.0/22
221.130.96.0	221.130.111.255	4096	221.130.96.0/20
221.130.100.0	221.130.101.255	512	221.130.100.0/23
221.130.102.0	221.130.103.255	512	221.130.102.0/23
221.130.104.0	221.130.107.255	1024	221.130.104.0/22
221.130.108.0	221.130.111.255	1024	221.130.108.0/22
221.131.0.0	221.131.63.255	16384	221.131.0.0/18
221.131.64.0	221.131.79.255	4096	221.131.64.0/20
221.131.64.0	221.131.127.255	16384	221.131.64.0/18
221.131.80.0	221.131.87.255	2048	221.131.80.0/21
221.131.88.0	221.131.95.255	2048	221.131.88.0/21
221.131.96.0	221.131.127.255	8192	221.131.96.0/19
221.131.110.0	221.131.110.255	256	221.131.110.0/24
221.131.111.0	221.131.111.255	256	221.131.111.0/24
221.131.128.0	221.131.128.255	256	221.131.128.0/24
221.131.128.0	221.131.191.255	16384	221.131.128.0/18
221.131.130.0	221.131.131.255	512	221.131.130.0/23
221.131.132.0	221.131.135.255	1024	221.131.132.0/22
221.131.136.0	221.131.136.255	256	221.131.136.0/24
221.131.138.0	221.131.139.255	512	221.131.138.0/23
221.131.140.0	221.131.141.255	512	221.131.140.0/23
221.131.142.0	221.131.142.255	256	221.131.142.0/24
221.131.143.0	221.131.143.255	256	221.131.143.0/24
221.131.144.0	221.131.147.255	1024	221.131.144.0/22
221.131.148.0	221.131.149.255	512	221.131.148.0/23
221.131.150.0	221.131.151.255	512	221.131.150.0/23
221.131.152.0	221.131.152.255	256	221.131.152.0/24
221.131.152.0	221.131.159.255	2048	221.131.152.0/21
221.131.160.0	221.131.167.255	2048	221.131.160.0/21
221.131.168.0	221.131.171.255	1024	221.131.168.0/22
221.131.172.0	221.131.175.255	1024	221.131.172.0/22
221.131.176.0	221.131.183.255	2048	221.131.176.0/21
221.131.184.0	221.131.187.255	1024	221.131.184.0/22
221.131.188.0	221.131.191.255	1024	221.131.188.0/22
221.131.192.0	221.131.192.255	256	221.131.192.0/24
221.131.192.0	221.131.255.255	16384	221.131.192.0/18
221.131.193.0	221.131.193.255	256	221.131.193.0/24
221.131.194.0	221.131.195.255	512	221.131.194.0/23
221.131.196.0	221.131.197.255	512	221.131.196.0/23
221.131.198.0	221.131.199.255	512	221.131.198.0/23
221.131.200.0	221.131.201.255	512	221.131.200.0/23
221.131.202.0	221.131.203.255	512	221.131.202.0/23
221.131.204.0	221.131.205.255	512	221.131.204.0/23
221.131.206.0	221.131.206.255	256	221.131.206.0/24
221.131.207.0	221.131.207.255	256	221.131.207.0/24
221.131.208.0	221.131.209.255	512	221.131.208.0/23
221.131.210.0	221.131.211.255	512	221.131.210.0/23
221.131.212.0	221.131.213.255	512	221.131.212.0/23
221.131.214.0	221.131.215.255	512	221.131.214.0/23
221.131.216.0	221.131.216.255	256	221.131.216.0/24
221.131.217.0	221.131.217.255	256	221.131.217.0/24
221.131.218.0	221.131.218.255	256	221.131.218.0/24
221.131.219.0	221.131.219.255	256	221.131.219.0/24
221.131.220.0	221.131.220.255	256	221.131.220.0/24
221.131.221.0	221.131.221.255	256	221.131.221.0/24
221.131.222.0	221.131.222.255	256	221.131.222.0/24
221.131.223.0	221.131.223.255	256	221.131.223.0/24
221.131.224.0	221.131.225.255	512	221.131.224.0/23
221.131.226.0	221.131.226.255	256	221.131.226.0/24
221.131.227.0	221.131.227.255	256	221.131.227.0/24
221.131.228.0	221.131.229.255	512	221.131.228.0/23
221.131.230.0	221.131.230.255	256	221.131.230.0/24
221.131.231.0	221.131.231.255	256	221.131.231.0/24
221.131.232.0	221.131.233.255	512	221.131.232.0/23
221.131.234.0	221.131.234.255	256	221.131.234.0/24
221.131.235.0	221.131.235.255	256	221.131.235.0/24
221.131.236.0	221.131.237.255	512	221.131.236.0/23
221.131.238.0	221.131.239.255	512	221.131.238.0/23
221.131.240.0	221.131.241.255	512	221.131.240.0/23
221.131.242.0	221.131.242.255	256	221.131.242.0/24
221.131.243.0	221.131.243.255	256	221.131.243.0/24
221.131.244.0	221.131.244.255	256	221.131.244.0/24
221.131.245.0	221.131.245.255	256	221.131.245.0/24
221.131.246.0	221.131.247.255	512	221.131.246.0/23
221.131.248.0	221.131.251.255	1024	221.131.248.0/22
221.131.252.0	221.131.252.255	256	221.131.252.0/24
221.131.253.0	221.131.253.255	256	221.131.253.0/24
221.131.254.0	221.131.254.255	256	221.131.254.0/24
221.131.255.0	221.131.255.255	256	221.131.255.0/24
221.176.32.0	221.176.47.255	4096	221.176.32.0/20
221.178.128.0	221.178.143.255	4096	221.178.128.0/20
221.178.128.0	221.178.255.255	32768	221.178.128.0/17
221.178.144.0	221.178.147.255	1024	221.178.144.0/22
221.178.148.0	221.178.151.255	1024	221.178.148.0/22
221.178.152.0	221.178.159.255	2048	221.178.152.0/21
221.178.160.0	221.178.163.255	1024	221.178.160.0/22
221.178.160.0	221.178.167.255	2048	221.178.160.0/21
221.178.166.0	221.178.167.255	512	221.178.166.0/23
221.178.168.0	221.178.171.255	1024	221.178.168.0/22
221.178.172.0	221.178.175.255	1024	221.178.172.0/22
221.178.176.0	221.178.179.255	1024	221.178.176.0/22
221.178.180.0	221.178.183.255	1024	221.178.180.0/22
221.178.184.0	221.178.187.255	1024	221.178.184.0/22
221.178.188.0	221.178.191.255	1024	221.178.188.0/22
221.178.192.0	221.178.195.255	1024	221.178.192.0/22
221.178.196.0	221.178.199.255	1024	221.178.196.0/22
221.178.200.0	221.178.203.255	1024	221.178.200.0/22
221.178.204.0	221.178.207.255	1024	221.178.204.0/22
221.178.208.0	221.178.215.255	2048	221.178.208.0/21
221.178.216.0	221.178.219.255	1024	221.178.216.0/22
221.178.220.0	221.178.223.255	1024	221.178.220.0/22
221.178.224.0	221.178.231.255	2048	221.178.224.0/21
221.178.232.0	221.178.235.255	1024	221.178.232.0/22
221.178.236.0	221.178.239.255	1024	221.178.236.0/22
221.178.238.0	221.178.238.255	256	221.178.238.0/24
221.178.240.0	221.178.243.255	1024	221.178.240.0/22
221.178.244.0	221.178.244.255	256	221.178.244.0/24
221.178.244.0	221.178.247.255	1024	221.178.244.0/22
221.178.245.0	221.178.245.255	256	221.178.245.0/24
221.178.248.0	221.178.255.255	2048	221.178.248.0/21
221.178.251.0	221.178.251.255	256	221.178.251.0/24
221.179.0.0	221.179.127.255	32768	221.179.0.0/17
221.179.128.0	221.179.159.255	8192	221.179.128.0/19
221.179.137.0	221.179.137.255	256	221.179.137.0/24
221.179.138.0	221.179.138.255	256	221.179.138.0/24
221.179.139.0	221.179.139.255	256	221.179.139.0/24
221.179.140.0	221.179.140.255	256	221.179.140.0/24
221.179.156.0	221.179.156.255	256	221.179.156.0/24
