#截止2023-09-25，中国移动IP地址段共计5791条。移动AS区域
#IP起始	结束	数量	网络
39.143.6.0	39.143.6.255	256	39.143.6.0/24
39.143.7.0	39.143.7.255	256	39.143.7.0/24
39.143.8.0	39.143.8.255	256	39.143.8.0/24
39.143.9.0	39.143.9.255	256	39.143.9.0/24
39.143.10.0	39.143.10.255	256	39.143.10.0/24
39.143.13.0	39.143.13.255	256	39.143.13.0/24
39.143.20.0	39.143.20.255	256	39.143.20.0/24
39.143.21.0	39.143.21.255	256	39.143.21.0/24
39.143.24.0	39.143.24.255	256	39.143.24.0/24
39.144.13.0	39.144.13.255	256	39.144.13.0/24
39.144.14.0	39.144.14.255	256	39.144.14.0/24
39.144.14.0	39.144.15.255	512	39.144.14.0/23
39.144.15.0	39.144.15.255	256	39.144.15.0/24
39.144.16.0	39.144.16.255	256	39.144.16.0/24
39.144.53.0	39.144.53.255	256	39.144.53.0/24
39.144.54.0	39.144.54.255	256	39.144.54.0/24
39.144.55.0	39.144.55.255	256	39.144.55.0/24
39.144.56.0	39.144.56.255	256	39.144.56.0/24
39.144.57.0	39.144.57.255	256	39.144.57.0/24
39.144.58.0	39.144.58.255	256	39.144.58.0/24
39.144.59.0	39.144.59.255	256	39.144.59.0/24
39.144.77.0	39.144.77.255	256	39.144.77.0/24
39.144.78.0	39.144.79.255	512	39.144.78.0/23
39.144.80.0	39.144.80.255	256	39.144.80.0/24
39.144.95.0	39.144.95.255	256	39.144.95.0/24
39.144.96.0	39.144.99.255	1024	39.144.96.0/22
39.144.100.0	39.144.101.255	512	39.144.100.0/23
39.144.102.0	39.144.102.255	256	39.144.102.0/24
39.144.121.0	39.144.121.255	256	39.144.121.0/24
39.144.122.0	39.144.123.255	512	39.144.122.0/23
39.144.124.0	39.144.127.255	1024	39.144.124.0/22
39.144.126.0	39.144.126.255	256	39.144.126.0/24
39.144.128.0	39.144.128.255	256	39.144.128.0/24
39.144.129.0	39.144.129.255	256	39.144.129.0/24
39.144.130.0	39.144.130.255	256	39.144.130.0/24
39.144.151.0	39.144.151.255	256	39.144.151.0/24
39.144.152.0	39.144.155.255	1024	39.144.152.0/22
39.144.156.0	39.144.157.255	512	39.144.156.0/23
39.144.158.0	39.144.158.255	256	39.144.158.0/24
39.144.190.0	39.144.191.255	512	39.144.190.0/23
39.144.192.0	39.144.195.255	1024	39.144.192.0/22
39.144.246.0	39.144.247.255	512	39.144.246.0/23
39.152.0.0	39.152.31.255	8192	39.152.0.0/19
39.152.0.0	39.152.255.255	65536	39.152.0.0/16
39.152.32.0	39.152.47.255	4096	39.152.32.0/20
39.152.48.0	39.152.55.255	2048	39.152.48.0/21
39.152.56.0	39.152.59.255	1024	39.152.56.0/22
39.152.60.0	39.152.63.255	1024	39.152.60.0/22
39.152.61.0	39.152.61.255	256	39.152.61.0/24
39.152.64.0	39.152.79.255	4096	39.152.64.0/20
39.152.80.0	39.152.95.255	4096	39.152.80.0/20
39.152.96.0	39.152.103.255	2048	39.152.96.0/21
39.152.98.0	39.152.98.255	256	39.152.98.0/24
39.152.104.0	39.152.111.255	2048	39.152.104.0/21
39.152.112.0	39.152.127.255	4096	39.152.112.0/20
39.152.128.0	39.152.159.255	8192	39.152.128.0/19
39.152.160.0	39.152.175.255	4096	39.152.160.0/20
39.152.176.0	39.152.191.255	4096	39.152.176.0/20
39.152.184.0	39.152.184.255	256	39.152.184.0/24
39.152.192.0	39.152.207.255	4096	39.152.192.0/20
39.152.208.0	39.152.223.255	4096	39.152.208.0/20
39.152.223.0	39.152.223.255	256	39.152.223.0/24
39.152.224.0	39.152.255.255	8192	39.152.224.0/19
39.152.247.0	39.152.247.255	256	39.152.247.0/24
39.153.0.0	39.153.15.255	4096	39.153.0.0/20
39.153.0.0	39.153.127.255	32768	39.153.0.0/17
39.153.16.0	39.153.23.255	2048	39.153.16.0/21
39.153.24.0	39.153.27.255	1024	39.153.24.0/22
39.153.64.0	39.153.95.255	8192	39.153.64.0/19
39.153.104.0	39.153.111.255	2048	39.153.104.0/21
39.153.112.0	39.153.115.255	1024	39.153.112.0/22
39.153.120.0	39.153.127.255	2048	39.153.120.0/21
39.155.128.0	39.155.255.255	32768	39.155.128.0/17
39.170.0.0	39.170.127.255	32768	39.170.0.0/17
39.170.0.0	39.170.255.255	65536	39.170.0.0/16
39.170.124.0	39.170.125.255	512	39.170.124.0/23
39.170.126.0	39.170.126.255	256	39.170.126.0/24
39.170.127.0	39.170.127.255	256	39.170.127.0/24
39.170.128.0	39.170.143.255	4096	39.170.128.0/20
39.171.0.0	39.171.255.255	65536	39.171.0.0/16
39.171.32.0	39.171.32.255	256	39.171.32.0/24
39.171.32.0	39.171.63.255	8192	39.171.32.0/19
39.171.35.0	39.171.35.255	256	39.171.35.0/24
39.171.43.0	39.171.43.255	256	39.171.43.0/24
39.171.44.0	39.171.44.255	256	39.171.44.0/24
39.171.64.0	39.171.95.255	8192	39.171.64.0/19
39.171.70.0	39.171.70.255	256	39.171.70.0/24
39.171.96.0	39.171.97.255	512	39.171.96.0/23
39.171.98.0	39.171.99.255	512	39.171.98.0/23
39.171.100.0	39.171.101.255	512	39.171.100.0/23
39.171.102.0	39.171.103.255	512	39.171.102.0/23
39.171.104.0	39.171.105.255	512	39.171.104.0/23
39.171.106.0	39.171.107.255	512	39.171.106.0/23
39.171.108.0	39.171.109.255	512	39.171.108.0/23
39.171.110.0	39.171.111.255	512	39.171.110.0/23
39.171.112.0	39.171.113.255	512	39.171.112.0/23
39.171.114.0	39.171.115.255	512	39.171.114.0/23
39.171.116.0	39.171.117.255	512	39.171.116.0/23
39.171.118.0	39.171.119.255	512	39.171.118.0/23
39.171.120.0	39.171.127.255	2048	39.171.120.0/21
39.171.128.0	39.171.191.255	16384	39.171.128.0/18
39.171.192.0	39.171.223.255	8192	39.171.192.0/19
39.171.224.0	39.171.231.255	2048	39.171.224.0/21
39.171.240.0	39.171.255.255	4096	39.171.240.0/20
39.172.0.0	39.172.15.255	4096	39.172.0.0/20
39.172.0.0	39.172.255.255	65536	39.172.0.0/16
39.172.16.0	39.172.31.255	4096	39.172.16.0/20
39.172.32.0	39.172.39.255	2048	39.172.32.0/21
39.172.40.0	39.172.47.255	2048	39.172.40.0/21
39.172.48.0	39.172.63.255	4096	39.172.48.0/20
39.172.64.0	39.172.127.255	16384	39.172.64.0/18
39.172.127.0	39.172.127.255	256	39.172.127.0/24
39.172.140.0	39.172.143.255	1024	39.172.140.0/22
39.172.176.0	39.172.179.255	1024	39.172.176.0/22
39.173.0.0	39.173.255.255	65536	39.173.0.0/16
39.173.7.0	39.173.7.255	256	39.173.7.0/24
39.173.16.0	39.173.17.255	512	39.173.16.0/23
39.173.24.0	39.173.31.255	2048	39.173.24.0/21
39.173.32.0	39.173.47.255	4096	39.173.32.0/20
39.173.48.0	39.173.49.255	512	39.173.48.0/23
39.173.50.0	39.173.51.255	512	39.173.50.0/23
39.173.52.0	39.173.53.255	512	39.173.52.0/23
39.173.56.0	39.173.63.255	2048	39.173.56.0/21
39.173.64.0	39.173.67.255	1024	39.173.64.0/22
39.173.68.0	39.173.71.255	1024	39.173.68.0/22
39.173.72.0	39.173.79.255	2048	39.173.72.0/21
39.173.73.0	39.173.73.255	256	39.173.73.0/24
39.173.74.0	39.173.74.255	256	39.173.74.0/24
39.173.75.0	39.173.75.255	256	39.173.75.0/24
39.173.76.0	39.173.76.255	256	39.173.76.0/24
39.173.77.0	39.173.77.255	256	39.173.77.0/24
39.173.80.0	39.173.87.255	2048	39.173.80.0/21
39.173.84.0	39.173.84.255	256	39.173.84.0/24
39.173.85.0	39.173.85.255	256	39.173.85.0/24
39.173.86.0	39.173.86.255	256	39.173.86.0/24
39.173.88.0	39.173.95.255	2048	39.173.88.0/21
39.173.96.0	39.173.111.255	4096	39.173.96.0/20
39.173.112.0	39.173.115.255	1024	39.173.112.0/22
39.173.116.0	39.173.119.255	1024	39.173.116.0/22
39.173.120.0	39.173.127.255	2048	39.173.120.0/21
39.173.128.0	39.173.135.255	2048	39.173.128.0/21
39.173.136.0	39.173.139.255	1024	39.173.136.0/22
39.173.140.0	39.173.143.255	1024	39.173.140.0/22
39.173.144.0	39.173.147.255	1024	39.173.144.0/22
39.173.148.0	39.173.151.255	1024	39.173.148.0/22
39.173.152.0	39.173.159.255	2048	39.173.152.0/21
39.173.160.0	39.173.175.255	4096	39.173.160.0/20
39.173.176.0	39.173.179.255	1024	39.173.176.0/22
39.173.180.0	39.173.183.255	1024	39.173.180.0/22
39.173.184.0	39.173.191.255	2048	39.173.184.0/21
39.174.0.0	39.174.31.255	8192	39.174.0.0/19
39.174.0.0	39.174.255.255	65536	39.174.0.0/16
39.174.32.0	39.174.47.255	4096	39.174.32.0/20
39.174.48.0	39.174.55.255	2048	39.174.48.0/21
39.174.56.0	39.174.59.255	1024	39.174.56.0/22
39.174.64.0	39.174.95.255	8192	39.174.64.0/19
39.174.96.0	39.174.103.255	2048	39.174.96.0/21
39.174.104.0	39.174.111.255	2048	39.174.104.0/21
39.174.107.0	39.174.107.255	256	39.174.107.0/24
39.174.112.0	39.174.127.255	4096	39.174.112.0/20
39.174.128.0	39.174.129.255	512	39.174.128.0/23
39.174.130.0	39.174.131.255	512	39.174.130.0/23
39.174.132.0	39.174.135.255	1024	39.174.132.0/22
39.174.136.0	39.174.137.255	512	39.174.136.0/23
39.174.140.0	39.174.141.255	512	39.174.140.0/23
39.174.142.0	39.174.143.255	512	39.174.142.0/23
39.174.144.0	39.174.147.255	1024	39.174.144.0/22
39.174.152.0	39.174.159.255	2048	39.174.152.0/21
39.174.160.0	39.174.175.255	4096	39.174.160.0/20
39.174.192.0	39.174.255.255	16384	39.174.192.0/18
39.175.0.0	39.175.31.255	8192	39.175.0.0/19
39.175.0.0	39.175.255.255	65536	39.175.0.0/16
39.175.32.0	39.175.63.255	8192	39.175.32.0/19
39.175.64.0	39.175.95.255	8192	39.175.64.0/19
39.175.96.0	39.175.127.255	8192	39.175.96.0/19
39.175.128.0	39.175.143.255	4096	39.175.128.0/20
39.175.144.0	39.175.159.255	4096	39.175.144.0/20
39.175.160.0	39.175.163.255	1024	39.175.160.0/22
39.175.164.0	39.175.167.255	1024	39.175.164.0/22
39.175.168.0	39.175.175.255	2048	39.175.168.0/21
39.175.176.0	39.175.179.255	1024	39.175.176.0/22
39.175.180.0	39.175.183.255	1024	39.175.180.0/22
39.175.184.0	39.175.191.255	2048	39.175.184.0/21
39.175.224.0	39.175.239.255	4096	39.175.224.0/20
39.175.253.0	39.175.253.255	256	39.175.253.0/24
39.175.254.0	39.175.255.255	512	39.175.254.0/23
39.180.0.0	39.180.255.255	65536	39.180.0.0/16
39.180.64.0	39.180.95.255	8192	39.180.64.0/19
39.181.0.0	39.181.255.255	65536	39.181.0.0/16
39.182.0.0	39.182.255.255	65536	39.182.0.0/16
39.183.0.0	39.183.255.255	65536	39.183.0.0/16
39.183.48.0	39.183.55.255	2048	39.183.48.0/21
39.183.120.0	39.183.127.255	2048	39.183.120.0/21
39.183.128.0	39.183.159.255	8192	39.183.128.0/19
39.183.160.0	39.183.191.255	8192	39.183.160.0/19
39.184.0.0	39.184.63.255	16384	39.184.0.0/18
39.184.0.0	39.184.255.255	65536	39.184.0.0/16
39.184.64.0	39.184.65.255	512	39.184.64.0/23
39.184.66.0	39.184.67.255	512	39.184.66.0/23
39.184.68.0	39.184.71.255	1024	39.184.68.0/22
39.184.72.0	39.184.79.255	2048	39.184.72.0/21
39.184.80.0	39.184.87.255	2048	39.184.80.0/21
39.184.88.0	39.184.95.255	2048	39.184.88.0/21
39.184.96.0	39.184.103.255	2048	39.184.96.0/21
39.184.104.0	39.184.111.255	2048	39.184.104.0/21
39.184.112.0	39.184.127.255	4096	39.184.112.0/20
39.184.128.0	39.184.191.255	16384	39.184.128.0/18
39.184.188.0	39.184.188.255	256	39.184.188.0/24
39.184.189.0	39.184.189.255	256	39.184.189.0/24
39.184.190.0	39.184.190.255	256	39.184.190.0/24
39.184.191.0	39.184.191.255	256	39.184.191.0/24
39.184.192.0	39.184.223.255	8192	39.184.192.0/19
39.184.224.0	39.184.255.255	8192	39.184.224.0/19
39.185.0.0	39.185.7.255	2048	39.185.0.0/21
39.185.0.0	39.185.255.255	65536	39.185.0.0/16
39.185.8.0	39.185.15.255	2048	39.185.8.0/21
39.185.16.0	39.185.23.255	2048	39.185.16.0/21
39.185.24.0	39.185.31.255	2048	39.185.24.0/21
39.185.32.0	39.185.39.255	2048	39.185.32.0/21
39.185.40.0	39.185.47.255	2048	39.185.40.0/21
39.185.48.0	39.185.55.255	2048	39.185.48.0/21
39.185.56.0	39.185.59.255	1024	39.185.56.0/22
39.185.60.0	39.185.61.255	512	39.185.60.0/23
39.185.62.0	39.185.63.255	512	39.185.62.0/23
39.185.64.0	39.185.71.255	2048	39.185.64.0/21
39.185.72.0	39.185.79.255	2048	39.185.72.0/21
39.185.80.0	39.185.95.255	4096	39.185.80.0/20
39.185.96.0	39.185.127.255	8192	39.185.96.0/19
39.185.128.0	39.185.159.255	8192	39.185.128.0/19
39.185.192.0	39.185.223.255	8192	39.185.192.0/19
39.185.224.0	39.185.239.255	4096	39.185.224.0/20
39.185.240.0	39.185.241.255	512	39.185.240.0/23
39.185.242.0	39.185.243.255	512	39.185.242.0/23
39.185.244.0	39.185.247.255	1024	39.185.244.0/22
39.185.248.0	39.185.255.255	2048	39.185.248.0/21
39.186.0.0	39.186.255.255	65536	39.186.0.0/16
39.186.132.0	39.186.133.255	512	39.186.132.0/23
39.186.134.0	39.186.134.255	256	39.186.134.0/24
39.186.135.0	39.186.135.255	256	39.186.135.0/24
39.186.136.0	39.186.137.255	512	39.186.136.0/23
39.186.142.0	39.186.143.255	512	39.186.142.0/23
39.186.176.0	39.186.179.255	1024	39.186.176.0/22
39.186.180.0	39.186.181.255	512	39.186.180.0/23
39.186.185.0	39.186.185.255	256	39.186.185.0/24
39.186.207.0	39.186.207.255	256	39.186.207.0/24
39.186.240.0	39.186.243.255	1024	39.186.240.0/22
39.187.0.0	39.187.255.255	65536	39.187.0.0/16
39.187.64.0	39.187.71.255	2048	39.187.64.0/21
39.187.72.0	39.187.75.255	1024	39.187.72.0/22
39.187.76.0	39.187.79.255	1024	39.187.76.0/22
39.187.80.0	39.187.81.255	512	39.187.80.0/23
39.187.82.0	39.187.83.255	512	39.187.82.0/23
39.187.84.0	39.187.87.255	1024	39.187.84.0/22
39.187.88.0	39.187.95.255	2048	39.187.88.0/21
39.187.96.0	39.187.96.255	256	39.187.96.0/24
39.187.97.0	39.187.97.255	256	39.187.97.0/24
39.187.98.0	39.187.99.255	512	39.187.98.0/23
39.187.100.0	39.187.103.255	1024	39.187.100.0/22
39.187.104.0	39.187.111.255	2048	39.187.104.0/21
39.187.112.0	39.187.127.255	4096	39.187.112.0/20
39.187.192.0	39.187.255.255	16384	39.187.192.0/18
39.188.0.0	39.188.31.255	8192	39.188.0.0/19
39.188.0.0	39.188.255.255	65536	39.188.0.0/16
39.188.96.0	39.188.96.255	256	39.188.96.0/24
39.188.97.0	39.188.97.255	256	39.188.97.0/24
39.188.98.0	39.188.99.255	512	39.188.98.0/23
39.188.100.0	39.188.103.255	1024	39.188.100.0/22
39.188.104.0	39.188.111.255	2048	39.188.104.0/21
39.188.112.0	39.188.127.255	4096	39.188.112.0/20
39.188.128.0	39.188.131.255	1024	39.188.128.0/22
39.188.140.0	39.188.143.255	1024	39.188.140.0/22
39.188.148.0	39.188.151.255	1024	39.188.148.0/22
39.188.152.0	39.188.159.255	2048	39.188.152.0/21
39.188.192.0	39.188.195.255	1024	39.188.192.0/22
39.188.196.0	39.188.197.255	512	39.188.196.0/23
39.188.198.0	39.188.199.255	512	39.188.198.0/23
39.188.200.0	39.188.207.255	2048	39.188.200.0/21
39.188.208.0	39.188.223.255	4096	39.188.208.0/20
39.189.0.0	39.189.0.255	256	39.189.0.0/24
39.189.0.0	39.189.255.255	65536	39.189.0.0/16
39.189.1.0	39.189.1.255	256	39.189.1.0/24
39.189.2.0	39.189.3.255	512	39.189.2.0/23
39.189.4.0	39.189.7.255	1024	39.189.4.0/22
39.189.8.0	39.189.15.255	2048	39.189.8.0/21
39.189.16.0	39.189.31.255	4096	39.189.16.0/20
39.189.32.0	39.189.63.255	8192	39.189.32.0/19
39.190.0.0	39.190.255.255	65536	39.190.0.0/16
39.190.84.0	39.190.87.255	1024	39.190.84.0/22
39.190.88.0	39.190.95.255	2048	39.190.88.0/21
39.190.96.0	39.190.103.255	2048	39.190.96.0/21
39.190.108.0	39.190.111.255	1024	39.190.108.0/22
39.190.112.0	39.190.119.255	2048	39.190.112.0/21
39.190.120.0	39.190.123.255	1024	39.190.120.0/22
39.190.124.0	39.190.125.255	512	39.190.124.0/23
39.190.128.0	39.190.131.255	1024	39.190.128.0/22
39.190.132.0	39.190.133.255	512	39.190.132.0/23
39.190.144.0	39.190.145.255	512	39.190.144.0/23
39.190.146.0	39.190.147.255	512	39.190.146.0/23
39.190.148.0	39.190.151.255	1024	39.190.148.0/22
39.190.152.0	39.190.155.255	1024	39.190.152.0/22
39.190.156.0	39.190.157.255	512	39.190.156.0/23
39.190.158.0	39.190.159.255	512	39.190.158.0/23
39.190.160.0	39.190.161.255	512	39.190.160.0/23
39.190.162.0	39.190.163.255	512	39.190.162.0/23
39.190.164.0	39.190.164.255	256	39.190.164.0/24
39.190.165.0	39.190.165.255	256	39.190.165.0/24
39.190.166.0	39.190.166.255	256	39.190.166.0/24
39.190.167.0	39.190.167.255	256	39.190.167.0/24
39.190.168.0	39.190.169.255	512	39.190.168.0/23
39.190.170.0	39.190.170.255	256	39.190.170.0/24
39.190.171.0	39.190.171.255	256	39.190.171.0/24
39.190.172.0	39.190.172.255	256	39.190.172.0/24
39.190.173.0	39.190.173.255	256	39.190.173.0/24
39.190.174.0	39.190.175.255	512	39.190.174.0/23
39.190.176.0	39.190.183.255	2048	39.190.176.0/21
39.191.0.0	39.191.3.255	1024	39.191.0.0/22
39.191.0.0	39.191.255.255	65536	39.191.0.0/16
39.191.10.0	39.191.10.255	256	39.191.10.0/24
39.191.12.0	39.191.13.255	512	39.191.12.0/23
39.191.15.0	39.191.15.255	256	39.191.15.0/24
39.191.16.0	39.191.17.255	512	39.191.16.0/23
39.191.19.0	39.191.19.255	256	39.191.19.0/24
39.191.20.0	39.191.21.255	512	39.191.20.0/23
39.191.22.0	39.191.22.255	256	39.191.22.0/24
39.191.23.0	39.191.23.255	256	39.191.23.0/24
39.191.24.0	39.191.27.255	1024	39.191.24.0/22
39.191.28.0	39.191.29.255	512	39.191.28.0/23
39.191.30.0	39.191.30.255	256	39.191.30.0/24
39.191.31.0	39.191.31.255	256	39.191.31.0/24
39.191.196.0	39.191.199.255	1024	39.191.196.0/22
39.191.200.0	39.191.207.255	2048	39.191.200.0/21
39.191.208.0	39.191.215.255	2048	39.191.208.0/21
39.191.216.0	39.191.219.255	1024	39.191.216.0/22
39.191.220.0	39.191.221.255	512	39.191.220.0/23
39.191.222.0	39.191.222.255	256	39.191.222.0/24
43.252.52.0	43.252.55.255	1024	43.252.52.0/22
101.125.130.0	101.125.130.255	256	101.125.130.0/24
103.1.10.0	103.1.10.255	256	103.1.10.0/24
103.1.11.0	103.1.11.255	256	103.1.11.0/24
103.15.84.0	103.15.87.255	1024	103.15.84.0/22
111.0.0.0	111.0.0.255	256	111.0.0.0/24
111.0.0.0	111.0.255.255	65536	111.0.0.0/16
111.0.8.0	111.0.8.255	256	111.0.8.0/24
111.0.16.0	111.0.19.255	1024	111.0.16.0/22
111.0.22.0	111.0.22.255	256	111.0.22.0/24
111.0.23.0	111.0.23.255	256	111.0.23.0/24
111.0.24.0	111.0.24.255	256	111.0.24.0/24
111.0.25.0	111.0.25.255	256	111.0.25.0/24
111.0.26.0	111.0.26.255	256	111.0.26.0/24
111.0.27.0	111.0.27.255	256	111.0.27.0/24
111.0.28.0	111.0.28.255	256	111.0.28.0/24
111.0.29.0	111.0.29.255	256	111.0.29.0/24
111.0.30.0	111.0.30.255	256	111.0.30.0/24
111.0.31.0	111.0.31.255	256	111.0.31.0/24
111.0.32.0	111.0.32.255	256	111.0.32.0/24
111.0.33.0	111.0.33.255	256	111.0.33.0/24
111.0.34.0	111.0.34.255	256	111.0.34.0/24
111.0.35.0	111.0.35.255	256	111.0.35.0/24
111.0.36.0	111.0.36.255	256	111.0.36.0/24
111.0.37.0	111.0.37.255	256	111.0.37.0/24
111.0.38.0	111.0.38.255	256	111.0.38.0/24
111.0.39.0	111.0.39.255	256	111.0.39.0/24
111.0.40.0	111.0.47.255	2048	111.0.40.0/21
111.0.48.0	111.0.51.255	1024	111.0.48.0/22
111.0.64.0	111.0.71.255	2048	111.0.64.0/21
111.0.72.0	111.0.75.255	1024	111.0.72.0/22
111.0.76.0	111.0.77.255	512	111.0.76.0/23
111.0.78.0	111.0.79.255	512	111.0.78.0/23
111.0.80.0	111.0.87.255	2048	111.0.80.0/21
111.0.88.0	111.0.91.255	1024	111.0.88.0/22
111.0.92.0	111.0.92.255	256	111.0.92.0/24
111.0.93.0	111.0.93.255	256	111.0.93.0/24
111.0.94.0	111.0.94.255	256	111.0.94.0/24
111.0.95.0	111.0.95.255	256	111.0.95.0/24
111.0.96.0	111.0.127.255	8192	111.0.96.0/19
111.0.128.0	111.0.131.255	1024	111.0.128.0/22
111.0.160.0	111.0.161.255	512	111.0.160.0/23
111.0.162.0	111.0.163.255	512	111.0.162.0/23
111.0.164.0	111.0.167.255	1024	111.0.164.0/22
111.0.232.0	111.0.239.255	2048	111.0.232.0/21
111.1.0.0	111.1.3.255	1024	111.1.0.0/22
111.1.0.0	111.1.255.255	65536	111.1.0.0/16
111.1.4.0	111.1.7.255	1024	111.1.4.0/22
111.1.8.0	111.1.11.255	1024	111.1.8.0/22
111.1.12.0	111.1.13.255	512	111.1.12.0/23
111.1.12.0	111.1.15.255	1024	111.1.12.0/22
111.1.14.0	111.1.15.255	512	111.1.14.0/23
111.1.16.0	111.1.23.255	2048	111.1.16.0/21
111.1.18.0	111.1.18.255	256	111.1.18.0/24
111.1.21.0	111.1.21.255	256	111.1.21.0/24
111.1.24.0	111.1.27.255	1024	111.1.24.0/22
111.1.28.0	111.1.31.255	1024	111.1.28.0/22
111.1.32.0	111.1.32.255	256	111.1.32.0/24
111.1.33.0	111.1.33.255	256	111.1.33.0/24
111.1.34.0	111.1.34.255	256	111.1.34.0/24
111.1.34.0	111.1.35.255	512	111.1.34.0/23
111.1.36.0	111.1.39.255	1024	111.1.36.0/22
111.1.40.0	111.1.40.255	256	111.1.40.0/24
111.1.41.0	111.1.41.255	256	111.1.41.0/24
111.1.42.0	111.1.42.255	256	111.1.42.0/24
111.1.43.0	111.1.43.255	256	111.1.43.0/24
111.1.44.0	111.1.47.255	1024	111.1.44.0/22
111.1.48.0	111.1.51.255	1024	111.1.48.0/22
111.1.52.0	111.1.55.255	1024	111.1.52.0/22
111.1.56.0	111.1.57.255	512	111.1.56.0/23
111.1.58.0	111.1.58.255	256	111.1.58.0/24
111.1.59.0	111.1.59.255	256	111.1.59.0/24
111.1.60.0	111.1.63.255	1024	111.1.60.0/22
111.1.64.0	111.1.95.255	8192	111.1.64.0/19
111.1.96.0	111.1.111.255	4096	111.1.96.0/20
111.1.96.0	111.1.127.255	8192	111.1.96.0/19
111.1.112.0	111.1.127.255	4096	111.1.112.0/20
111.1.128.0	111.1.129.255	512	111.1.128.0/23
111.1.130.0	111.1.130.255	256	111.1.130.0/24
111.1.131.0	111.1.131.255	256	111.1.131.0/24
111.1.132.0	111.1.132.255	256	111.1.132.0/24
111.1.134.0	111.1.135.255	512	111.1.134.0/23
111.1.136.0	111.1.143.255	2048	111.1.136.0/21
111.1.143.0	111.1.143.255	256	111.1.143.0/24
111.1.148.0	111.1.151.255	1024	111.1.148.0/22
111.1.154.0	111.1.155.255	512	111.1.154.0/23
111.1.156.0	111.1.159.255	1024	111.1.156.0/22
111.1.160.0	111.1.175.255	4096	111.1.160.0/20
111.1.176.0	111.1.191.255	4096	111.1.176.0/20
111.1.192.0	111.1.223.255	8192	111.1.192.0/19
111.1.192.0	111.1.255.255	16384	111.1.192.0/18
111.1.224.0	111.1.255.255	8192	111.1.224.0/19
111.2.0.0	111.2.31.255	8192	111.2.0.0/19
111.2.0.0	111.2.255.255	65536	111.2.0.0/16
111.2.64.0	111.2.95.255	8192	111.2.64.0/19
111.2.65.0	111.2.65.255	256	111.2.65.0/24
111.2.80.0	111.2.80.255	256	111.2.80.0/24
111.2.81.0	111.2.81.255	256	111.2.81.0/24
111.2.82.0	111.2.82.255	256	111.2.82.0/24
111.2.83.0	111.2.83.255	256	111.2.83.0/24
111.2.84.0	111.2.84.255	256	111.2.84.0/24
111.2.93.0	111.2.93.255	256	111.2.93.0/24
111.2.94.0	111.2.94.255	256	111.2.94.0/24
111.2.95.0	111.2.95.255	256	111.2.95.0/24
111.2.112.0	111.2.119.255	2048	111.2.112.0/21
111.2.120.0	111.2.127.255	2048	111.2.120.0/21
111.2.144.0	111.2.151.255	2048	111.2.144.0/21
111.2.152.0	111.2.155.255	1024	111.2.152.0/22
111.2.156.0	111.2.157.255	512	111.2.156.0/23
111.2.158.0	111.2.159.255	512	111.2.158.0/23
111.2.160.0	111.2.167.255	2048	111.2.160.0/21
111.2.168.0	111.2.171.255	1024	111.2.168.0/22
111.2.172.0	111.2.172.255	256	111.2.172.0/24
111.2.173.0	111.2.173.255	256	111.2.173.0/24
111.2.174.0	111.2.175.255	512	111.2.174.0/23
111.2.176.0	111.2.179.255	1024	111.2.176.0/22
111.2.180.0	111.2.183.255	1024	111.2.180.0/22
111.2.184.0	111.2.184.255	256	111.2.184.0/24
111.2.185.0	111.2.185.255	256	111.2.185.0/24
111.2.186.0	111.2.186.255	256	111.2.186.0/24
111.2.187.0	111.2.187.255	256	111.2.187.0/24
111.2.188.0	111.2.191.255	1024	111.2.188.0/22
111.2.192.0	111.2.199.255	2048	111.2.192.0/21
111.2.208.0	111.2.211.255	1024	111.2.208.0/22
111.2.212.0	111.2.213.255	512	111.2.212.0/23
111.2.218.0	111.2.219.255	512	111.2.218.0/23
111.2.252.0	111.2.253.255	512	111.2.252.0/23
111.3.0.0	111.3.3.255	1024	111.3.0.0/22
111.3.0.0	111.3.255.255	65536	111.3.0.0/16
111.3.8.0	111.3.11.255	1024	111.3.8.0/22
111.3.18.0	111.3.19.255	512	111.3.18.0/23
111.3.20.0	111.3.23.255	1024	111.3.20.0/22
111.3.24.0	111.3.31.255	2048	111.3.24.0/21
111.3.32.0	111.3.35.255	1024	111.3.32.0/22
111.3.36.0	111.3.39.255	1024	111.3.36.0/22
111.3.44.0	111.3.47.255	1024	111.3.44.0/22
111.3.48.0	111.3.55.255	2048	111.3.48.0/21
111.3.56.0	111.3.59.255	1024	111.3.56.0/22
111.3.64.0	111.3.67.255	1024	111.3.64.0/22
111.3.68.0	111.3.69.255	512	111.3.68.0/23
111.3.70.0	111.3.71.255	512	111.3.70.0/23
111.3.72.0	111.3.72.255	256	111.3.72.0/24
111.3.73.0	111.3.73.255	256	111.3.73.0/24
111.3.74.0	111.3.75.255	512	111.3.74.0/23
111.3.76.0	111.3.79.255	1024	111.3.76.0/22
111.3.80.0	111.3.95.255	4096	111.3.80.0/20
111.3.96.0	111.3.127.255	8192	111.3.96.0/19
111.3.128.0	111.3.131.255	1024	111.3.128.0/22
111.3.144.0	111.3.159.255	4096	111.3.144.0/20
111.3.160.0	111.3.160.255	256	111.3.160.0/24
111.3.161.0	111.3.161.255	256	111.3.161.0/24
111.3.162.0	111.3.163.255	512	111.3.162.0/23
111.3.164.0	111.3.167.255	1024	111.3.164.0/22
111.3.168.0	111.3.175.255	2048	111.3.168.0/21
